"Datum", "IP", "Seite", "Browser"
"25.10.2019 23:51:13", "127.0.0.1", "/", "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0"
